State Name,District Name,Block Name,Centre Name,Address,Centre Type
Gujarat,NARMADA,SAGBARA,Sagbara,,
Gujarat,NARMADA,NANDOD,Nandod,,
Gujarat,NARMADA,NANDOD,NavaRajuvadiya,Nava Rajuvadiaya,
Gujarat,NAVSARI,VANSADA,boriyachh,,key village scheme
Gujarat,NAVSARI,VANSADA,Limazar,Limazar,Veterinary Dispensary
Gujarat,NAVSARI,VANSADA,mahuvas,,
Gujarat,NAVSARI,VANSADA,Vansada,,
Gujarat,NAVSARI,VANSADA,kamboya,,
Gujarat,NAVSARI,CHIKHLI,Bodvank,Bodvank,
Gujarat,NAVSARI,CHIKHLI,Kukeri,kukeri,
Gujarat,NAVSARI,CHIKHLI,saravani,saravani,
Gujarat,NAVSARI,CHIKHLI,Chikhli,,
Gujarat,NAVSARI,CHIKHLI,Rumla,,
Gujarat,NAVSARI,GANDEVI,Ambheta,F.A.V.C> Ambheta Ta.Gandevi Dist.Navsari,key village scheme
Gujarat,NAVSARI,GANDEVI,Kharel,Kharel Ta.Gandevi Dist.Navsari,District Vererinary Polyclinic Nandurbar
Gujarat,NAVSARI,GANDEVI,Bilimora,Bilimora Ta.Gandevi Dist.Navsari,key village scheme
Gujarat,NAVSARI,GANDEVI,Amalsad,Kayatalav At & Po. Amalsad Ta.Gandevi Dist. Amalsad,District Vererinary Polyclinic Nandurbar
Gujarat,NAVSARI,JALALPORE,Abrama,"Samaj Mandir Faliya,Abrama",key village scheme
Gujarat,NAVSARI,JALALPORE,Eroo,,District Vererinary Polyclinic Nandurbar
Gujarat,NAVSARI,JALALPORE,Umbharat,Umbharat,key village scheme
Gujarat,NAVSARI,JALALPORE,Vesma,Vesma,key village scheme
Gujarat,NAVSARI,JALALPORE,Maroli,Maroli Ta.Jalalpore Dist Navsari,District Vererinary Polyclinic Nandurbar
Gujarat,NAVSARI,JALALPORE,Jalalpor Navsari,,
Gujarat,PANCH MAHALS,GHOGHAMBA,Ghoghamba,,
Gujarat,PANCH MAHALS,HALOL,Halol,,
Gujarat,PANCH MAHALS,KHANPUR,Khanpur,,
Gujarat,PANCH MAHALS,KHANPUR,Vadagam,Vadagam,
Gujarat,PANCH MAHALS,VEJALPUR - KALOL,Vejalpur - Kalol,,
Gujarat,PANCH MAHALS,SANTARAMPUR,Santarampur,,
Gujarat,PANCH MAHALS,SHEHERA,Shehera,,
Gujarat,PANCH MAHALS,SHEHERA,shehara,Shehra,Veterinary Dispensary
Gujarat,PANCH MAHALS,LUNAWADA,vardhari,Vardhari,vd
Gujarat,PANCH MAHALS,LUNAWADA,LUNAWADA,,Gov Veterinary Clinic
Gujarat,PANCH MAHALS,MORVAHADAF,Morva(H),,Govt Veterinary Dispensary
Gujarat,PATAN,SIDHPUR,Sidhpur,,
Gujarat,PATAN,SANTALPUR,Santalpur(Lodra) Block VC,,
Gujarat,PATAN,SAMI,Biliya,,
Gujarat,PATAN,SAMI,Baspa,,
Gujarat,PATAN,SAMI,Sami,,
Gujarat,PATAN,RADHANPUR,Radhanpur(Dave),,
Gujarat,PATAN,RADHANPUR,Masali,,
Gujarat,PATAN,HARIJ,Harij,,
Gujarat,PATAN,CHANASMA,Chanasma,,
Gujarat,PATAN,CHANASMA,Dhinoj,,
Gujarat,PORBANDAR,KUTIYANA,Mahiyari,near bus stand,Govt Veterinary Dispensary
Gujarat,PORBANDAR,RANAVAV,Ranavav,,vd
Gujarat,PORBANDAR,PORBANDAR,Fatana,,
Gujarat,RAJKOT,MORBI,Morbi,,
Gujarat,RAJKOT,MORBI,morabi,jail road-morabi,Veterinary Dispensary
Gujarat,RAJKOT,UPLETA,Motipaneli,Paneli Moti,Key Village Unit
Gujarat,RAJKOT,UPLETA,Upleta,,
Gujarat,RAJKOT,VANKANER,Vankaner,"Nr. Faleshwar Temple, Jadeshwar Road",Key Village Unit
Gujarat,RAJKOT,KOTDA SANGANI,Kotda Sangani,,
Gujarat,RAJKOT,LODHIKA,Lodhika,,
Gujarat,RAJKOT,JETPUR,Virpur,,
Gujarat,RAJKOT,JETPUR,NAVAGADH,jetpur,Key Village Unit
Gujarat,RAJKOT,DHORAJI,Dhoraji,,
Gujarat,RAJKOT,GONDAL,Gondal,,
Gujarat,RAJKOT,KOTDA SANGANI,kotadasagani,kotadasangani,
Gujarat,RAJKOT,JASDAN,Jasdan,,
Gujarat,SABAR KANTHA,PRANTIJ,Sonasan,prantij,Veterinary Dispensary
Gujarat,SABAR KANTHA,PRANTIJ,Ghadi,ghadi,Veterinary Dispensary
Gujarat,SABAR KANTHA,PRANTIJ,"Veterinary Dispensary,Takhatgadh",Takhatgadh,
Gujarat,SABAR KANTHA,BAYAD,Bayad,,
Gujarat,SABAR KANTHA,BHILODA,Torda,,
Gujarat,SABAR KANTHA,IDAR,laxmipura,,
Gujarat,SABAR KANTHA,IDAR,chitroda,,District Vererinary Polyclinic Nandurbar
Gujarat,SABAR KANTHA,IDAR,kadiyadara,,
Gujarat,SABAR KANTHA,DHANSURA,Dhansura,,Veterinary Dispensary
Gujarat,SABAR KANTHA,DHANSURA,AKRUND,,Veterinary Dispensary
Gujarat,SABAR KANTHA,VIJAYNAGAR,Vijaynagar,,
Gujarat,SABAR KANTHA,TALOD,Veterinary Dispensary Punsari,"Veterinary Dispensary Punsari Ta:Talod, Dist:Sabarkantha",District Vererinary Polyclinic Nandurbar
Gujarat,SABAR KANTHA,TALOD,Talod,,
Gujarat,SABAR KANTHA,TALOD,Veterinary Dispensary Talod,"Veterinary Dispensary Talod Ta;Talod,Dist:Sabarkantha",District Vererinary Polyclinic Nandurbar
Gujarat,SABAR KANTHA,MEGHARAJ,rellavada,V.D.rellavada,District Vererinary Polyclinic Nandurbar
Gujarat,SABAR KANTHA,MEGHARAJ,Megharaj,,
Gujarat,SABAR KANTHA,MEGHARAJ,1,Meghraj,Govt Veterinary Dispensary
Gujarat,SABAR KANTHA,MODASA,Modasa sheep,Baypass Road,Sheep Extension Centres
Gujarat,SABAR KANTHA,MODASA,SHINAVAD,SHINAVAD,test AI center
Gujarat,SRIKAKULAM,PONDURU,baroda,"abd...,near xyz company.. xcd",
Gujarat,SRIKAKULAM,PONDURU,liliya mota,lilia mota,
Gujarat,SRIKAKULAM,PONDURU,chanasma,chanasma,
Gujarat,SRIKAKULAM,PONDURU,veraval,veraval,
Gujarat,SRIKAKULAM,PONDURU,Vasai,,
Gujarat,SRIKAKULAM,PONDURU,kadi,,
Gujarat,SRIKAKULAM,PONDURU,Jalapore,"Eru Char Rasta,",
Gujarat,SRIKAKULAM,PONDURU,AMALSAD,Veterinary Dispensory Amalsad,
Gujarat,SRIKAKULAM,PONDURU,kansa,mobile v.d. kansa,
Gujarat,SRIKAKULAM,PONDURU,Amreli,safsafsad,
Gujarat,SRIKAKULAM,PONDURU,Ghogha,ghogha,
Gujarat,SRIKAKULAM,PONDURU,mangarol,mangarol,
Gujarat,SRIKAKULAM,PONDURU,koth,koth dholka,
Gujarat,SRIKAKULAM,PONDURU,dang 2,,
Gujarat,SRIKAKULAM,PONDURU,Tilakwada Mobile,tilakvada,
Gujarat,SRIKAKULAM,PONDURU,wankaner,wankaner,
Gujarat,SURAT,BARDOLI,Bardoli,,
Gujarat,SURAT,OLPAD,Olpad,,
Gujarat,SURAT,MANGROL,Mangrol VD,Veterinary dispesoary mangrol,Veterinary Dispensary
Gujarat,SURENDRANAGAR,LIMBADI,Limbadi,,Veterinary Dispensary
Gujarat,SURENDRANAGAR,LAKHATAR,Lakhatar,,
Gujarat,SURENDRANAGAR,DHRANGADHRA,Dhrangadhra,,
Gujarat,SURENDRANAGAR,DHRANGADHRA,Dhrangdhra,Dhrangadhra,Key Village Unit
Gujarat,SURENDRANAGAR,DHRANGADHRA,Rajsitapur,Rajsitapur,Key Village Unit
Gujarat,SURENDRANAGAR,DASADA,Dasada(Patan),,
Gujarat,SURENDRANAGAR,CHUDA,Chuda,,
Gujarat,SURENDRANAGAR,CHUDA,Chuda VD,Veterinary Dispensory Chuda,Veterinary Dispensary
Gujarat,SURENDRANAGAR,SAYALA,Sayala,,
Gujarat,SURENDRANAGAR,CHOTILA,Chotila,,
Gujarat,SURENDRANAGAR,HALVAD,chcradava,near gate,Key Village Unit
Gujarat,SURENDRANAGAR,HALVAD,charadava,near gate,Key Village Unit
Gujarat,SURENDRANAGAR,HALVAD,Tikar,tikar,Veterinary Dispensary
Gujarat,TAPI,NIZAR,Nizar,,
Gujarat,TAPI,VYARA,Vyara,,
Gujarat,TAPI,SONGADH,Songadh,,
Gujarat,TAPI,VALOD,Valod,,
Gujarat,TAPI,UCHCHHAL,Uchchhal,,
Gujarat,VADODARA,VADODARA(CITY AND RURAL),VADODARA,,vd
Gujarat,VADODARA,SANKHEDA,Veterinary dispensory Sankheda,,Govt Veterinary Dispensary
Gujarat,VADODARA,SHINOR,Shinor,,
Gujarat,VADODARA,SAVALI,Savali,,
Gujarat,VADODARA,SAVALI,savli,savali,District Vererinary Polyclinic Nandurbar
Gujarat,VADODARA,PADARA,Padara,,
Gujarat,VADODARA,DABHOI,Dabhoi,,
Gujarat,VADODARA,DABHOI,kayavarohan,,District Vererinary Polyclinic Nandurbar
Gujarat,VADODARA,CHHOTA UDEPUR,chhotaudepur,near taluka panchayat,Veterinary Dispensary
Gujarat,VADODARA,JETPUR PAVI,Chalamali Veterinary Dispensary,Opp to PHC,Veterinary Dispensary
Gujarat,VADODARA,JETPUR PAVI,Jetpur Veterinary Dispensary,Near Jain Temple,Veterinary Dispensary
Gujarat,VADODARA,KAVAT,kawant,kawant,Veterinary Dispensary
Gujarat,VADODARA,KARJAN,vd karjan,karjan,Veterinary Dispensary
Gujarat,VADODARA,WAGHODIA,vaghodia,vaghodia,Veterinary Dispensary
Gujarat,VADODARA,KAVAT,Kavat,,
Gujarat,VADODARA,CHHOTA UDEPUR,Tejgadh,,Veterinary Dispensary
Gujarat,VALSAD,KAPRADA,Kaprada,,
Gujarat,VALSAD,DHARAMPUR,Dharampur,,
Gujarat,VALSAD,PARDI,vapi,,District Vererinary Polyclinic Nandurbar
Gujarat,VALSAD,PARDI,pariya,vd pariya,District Vererinary Polyclinic Nandurbar
Gujarat,VALSAD,PARDI,Dungri,"vd,dungri",District Vererinary Polyclinic Nandurbar
Gujarat,VALSAD,PARDI,valsad 6,,District Veterinary Polyclinic
Gujarat,VALSAD,PARDI,pardi,,Govt Veterinary Dispensary
Gujarat,VALSAD,UMARGAM,Umargam,,
Gujarat,VALSAD,UMARGAM,bhilad,bhilad,District Vererinary Polyclinic Nandurbar
Gujarat,VALSAD,VALSAD,Valsad Block,,
Haryana,AMBALA,SHAHZADPUR,GVD Korwa Khurd,,
Haryana,AMBALA,SHAHZADPUR,GVH Mukandpur,,
Haryana,AMBALA,SHAHZADPUR,GVD Naggal Gharoli,,
Haryana,AMBALA,SHAHZADPUR,GVD Patrehri,,
Haryana,AMBALA,SHAHZADPUR,GVD Patwi,,
Haryana,AMBALA,SHAHZADPUR,GVD Rachheri,,
Haryana,AMBALA,SHAHZADPUR,GVD Raiwali,,
Haryana,AMBALA,SHAHZADPUR,GVH Santokhi,,
Haryana,AMBALA,SHAHZADPUR,GVH Shahzadpur,Shahzadpur,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,SHAHZADPUR,GVH Sherpur,,
Haryana,AMBALA,SHAHZADPUR,Shehzadpur,,
Haryana,AMBALA,SHAHZADPUR,GVD Barri Bassi,,
Haryana,AMBALA,SHAHZADPUR,GVD Badi Kohari,,
Haryana,AMBALA,SAHA,GVD Landa,GVD Landa,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Manglai,GVD Manglai,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,Saha,,
Haryana,AMBALA,SAHA,GVD Rampur Chapra,GVD Rampur Chapra,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Chudiala,GVD Chudiala,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Kesri,GVD Kesri,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Mehtabgarh,GVD Mehtabgarh,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Nohni,GVD Nohni,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Pilakhni,GVD Pilakhni,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVH Samalheri,GVH Samalheri,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,SAHA,GVD Sambhalkha,GVD Sambhalkha,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVD Talheri Gujran,GVD Talheri Gujran,Govt Veterinary Dispensary
Haryana,AMBALA,SAHA,GVH Tepla,GVH Tepla,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,SAHA,GVH Thakarpura,GVH Thakarpura,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,SAHA,GVD Toba,GVD Toba,Govt Veterinary Dispensary
Haryana,AMBALA,NARAINGARH,GVD Nagawan,GVD Nagawan,
Haryana,AMBALA,NARAINGARH,GVD Pinjori,GVD Pinjori,
Haryana,AMBALA,NARAINGARH,GVD Bara Gaon,GVD Bara Gaon,
Haryana,AMBALA,NARAINGARH,GVD Shahpur Nurd,GVD Shahpur Nurd,
Haryana,AMBALA,NARAINGARH,GVD Chandsoli,GVD Chandsoli,
Haryana,AMBALA,NARAINGARH,GVD Bhareri,GVD Bhareri,
Haryana,AMBALA,NARAINGARH,Naraingarh,,
Haryana,AMBALA,NARAINGARH,GVD Badhouli,GVD Badhouli,
Haryana,AMBALA,NARAINGARH,GVD Kathe Majra,GVD Kathe Majra,
Haryana,AMBALA,NARAINGARH,GVD Akbarpur,GVD Kathe Majra,
Haryana,AMBALA,NARAINGARH,GVD Laha,GVD Laha,
Haryana,AMBALA,NARAINGARH,GVD Chhoti Kori,GVD Chhoti kori,
Haryana,AMBALA,NARAINGARH,GVD Pullewala,GVD Pullewala,
Haryana,AMBALA,NARAINGARH,GVD Dera,GVD Dera,
Haryana,AMBALA,NARAINGARH,GVH Fatehpur,GVH Fatehpur,
Haryana,AMBALA,NARAINGARH,GVH Naraingarh,GVH Naraingarh,
Haryana,AMBALA,NARAINGARH,GVH Baroli,GVH Baroli,
Haryana,AMBALA,NARAINGARH,GVH Lakhnora,GVH Lakhnora,
Haryana,AMBALA,NARAINGARH,GVH kurali,GVH kurali,
Haryana,AMBALA,NARAINGARH,GVD Bari Ujjal,GVD Bari ujjal,
Haryana,AMBALA,NARAINGARH,GVD Bari Rasaur,GVD Bari Rasaur,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,AMBALA-I,GVD KHUDDA KALAN,,Govt Veterinary Dispensary
Haryana,AMBALA,AMBALA-I,GVD mandhor,,Govt Veterinary Dispensary
Haryana,AMBALA,AMBALA-I,gvh babyal,,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,AMBALA-I,Ambala Cantt,,
Haryana,AMBALA,BARARA,Barara,,
Haryana,AMBALA,BARARA,GVD ADHOYA,VPO ADHOYA,Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Jalubi,Jalubi,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Kambasi,Kambasi,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Manka-Manki,GVD Manka- Manki,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Rajauli,Rajauli,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Sahla,Sahla,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Salha pur,SALHA PUR,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Sohana,Sohana,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Tandwal,Tandwal,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD Zafarpur,Zafarpur,Govt Veterinary Dispensary
Haryana,AMBALA,SHAHZADPUR,GVD Fatehgarh,,
Haryana,AMBALA,SHAHZADPUR,GVD Jatwar,,
Haryana,AMBALA,SHAHZADPUR,GVD Kakar Majra,,
Haryana,AMBALA,SHAHZADPUR,GVD Karasan,,
Haryana,AMBALA,SHAHZADPUR,GVD Khanpur Brahmanan,,
Haryana,AMBALA,SHAHZADPUR,GVD Banaundi,,
Haryana,AMBALA,SHAHZADPUR,GVD Bharog,,
Haryana,AMBALA,SHAHZADPUR,GVD Dhanana,,
Haryana,AMBALA,BARARA,GVD Duliani,Duliani,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVH UGALA,VPO UGALA,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,BARARA,GVD Alipur,Alipur,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,G.V.H. Barara,Railway station Barara,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,BARARA,GVD Dhanoura,Dhanaura,Govt Veterinary Dispensary
Haryana,AMBALA,BARARA,GVD DERA SALAIMPUR,VPO DERA SALAIMPUR,Veterinary Dispensary
Haryana,AMBALA,BARARA,GVH DHEEN,VPO DHEEN,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,BARARA,GVD HOLI,VPO HOLI,Veterinary Dispensary
Haryana,AMBALA,BARARA,GVH MULLANA,VPO MULLANA,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,BARARA,GVD PHOKSA,VPO PHOKSA,Veterinary Dispensary
Haryana,AMBALA,BARARA,GVH sherpur salakhani,VPO SHERPUR,District Vererinary Polyclinic Nandurbar
Haryana,AMBALA,BARARA,GVD TALEHRI RANGRAN,VPO TALEHRI RANGRAN,Veterinary Dispensary
Haryana,AMBALA,BARARA,GVH THAMBER,VPO THAMBER,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVD Naloi,GVD Naloi,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVH Bhaira,GVH Bhaira,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVH Barwa,GVH Barwa,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVH Jhumpa,GCH Jhumpa,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVH Siwani,GVH Siwani,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,LOHARU,GVD Allaudinpur,GVD ALLaudinpur,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD Bisalwas,GVD Bisalwas,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD JHANJARA SHEORAN,GVD JHARJARA SHEORAN,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD SINGHANI,GVD SINGHANI,Govt Veterinary Dispensary
Haryana,BHIWANI,BAWANI KHERA,Bawani Khera,,
Haryana,BHIWANI,BAWANI KHERA,baliali,,
Haryana,BHIWANI,BAWANI KHERA,alakhpura,"G.V.D,ALAKHPURA",Veterinary Dispensary
Haryana,BHIWANI,BAWANI KHERA,LOHARI JATU,"GVH,LOHARI JATU",Govt Veterinary Hospital
Haryana,BHIWANI,BAWANI KHERA,kungar,"GVH,KUNGAR",Govt Veterinary Dispensary
Haryana,BHIWANI,BAWANI KHERA,PUR,"GVH,pur",Govt Veterinary Hospital
Haryana,BHIWANI,BAWANI KHERA,barsi,"GVD,barsi",Govt Veterinary Dispensary
Haryana,BHIWANI,BAWANI KHERA,jamalpur,"GVH,jamalpur",Govt Veterinary Hospital
Haryana,BHIWANI,BEHAL,Bahal,,
Haryana,BHIWANI,BHIWANI,Bhiwani,,
Haryana,BHIWANI,DADRI-II,Mandola,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,jhojhu kalan,,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,kaliyana,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,kheri bura,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,Mankawas,,Govt Veterinary Dispensary
Haryana,BHIWANI,BADHRA,Badhra,,
Haryana,BHIWANI,TOSHAM,GVD Alampur,,Veterinary Dispensary
Haryana,BHIWANI,TOSHAM,GVD Alakhpura,,Veterinary Dispensary
Haryana,BHIWANI,TOSHAM,GVH Bajina,,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,TOSHAM,GVD Birola,,Veterinary Dispensary
Haryana,BHIWANI,TOSHAM,GVD Busan,,Veterinary Dispensary
Haryana,BHIWANI,TOSHAM,Tosham,,
Haryana,BHIWANI,SIWANI,Siwani,,
Haryana,BHIWANI,SIWANI,GVH Gurera,GVH Gurera,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVD Bidhwan,,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVD Dariyapur,GVD Dariyapur,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVH Gaindawas,GVH Gaindawas,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVD Garwa,GVD Garwa,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVH Kalod,GVH Kalod,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,SIWANI,GVD Khera,GVD Khera,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVD Kikral,,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVD Lilas,GVD Lilas,Govt Veterinary Dispensary
Haryana,BHIWANI,SIWANI,GVD Mithi,GVD Mithi,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-I,Ch. Dadri (Dadri-I),,
Haryana,BHIWANI,DADRI-II,Bond Kalan (Dadri-II),,
Haryana,BHIWANI,DADRI-II,GVD BADAL,G.V.D BADAL,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,GVH Badhwana,G.V.H Badhwana,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,GVD BALALI,GVD BALALI,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,GVD BALKARA,BALKARA,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,BARSANA,G.V.D BARSANA,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,birhi kalan,GVH birhi kalan,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,GVD CHANDENI,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,CHANGROAD,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,CHARKHI,,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,chhapar,,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,Chirya,,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,dadhi bana,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,dohki,dohki,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,dudhwa,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,fathegarh,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,ghikara,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,gudana,,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,DADRI-II,Palri,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,Paintawas Kalan,,Govt Veterinary Dispensary
Haryana,BHIWANI,DADRI-II,Ramalwas,,Govt Veterinary Dispensary
Haryana,BHIWANI,KARUN,GVH KAIRU,vpo kairu distt bhiwani,Govt Veterinary Hospital
Haryana,BHIWANI,KARUN,GVD,"vpoDevrala Distt,Bhiwani",Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD Bardu Dhirja,GVD Bardu Dhirja,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD Barwas,GVD Barwas,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD BUDHERA,GVD BUDHERA,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVH DHIGAWA JATTAN,GVH DHIGAWA JATTAN,District Vererinary Polyclinic Nandurbar
Haryana,BHIWANI,LOHARU,GVD KURDAL,GVD KURDAL,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD NAKIPUR,GVD NAKIPUR,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD SEHAR,GVD SEHAR,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,GVD SOHASRA,GVD SOHASRA,Govt Veterinary Dispensary
Haryana,BHIWANI,LOHARU,Loharu,,
Haryana,BHIWANI,LOHARU,GVH LOHARU,GVH LOHARU,District Vererinary Polyclinic Nandurbar
Haryana,FARIDABAD,FARIDABAD,GVH Tigaon,,Govt Veterinary Hospital
Haryana,FARIDABAD,FARIDABAD,GVH Pali,Village Pali,Govt Veterinary Hospital
Haryana,FARIDABAD,FARIDABAD,GVH Badoli,Village Badoli,Govt Veterinary Hospital
Haryana,FARIDABAD,FARIDABAD,GVH Kheri Kalan,,Govt Veterinary Hospital
Haryana,FARIDABAD,FARIDABAD,GVH Bhupani,Village bhupani,Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Bhanakpur,Village Bhanakpur,Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Jawan,Village Jawan,Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Mohna,Village Mohna,Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Panhera Khurd,Village Panhera Khurd,Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Chhainsa,"Village Chhainsa, Ballabgarh Faridabad",Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Kurali,"Viilage Kurali, Ballabgarh, Faridabad",Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Dayalpur,"Village Dayalpur, ballabgarh, Faridabad",Govt Veterinary Hospital
Haryana,FARIDABAD,BALLABGARH,GVH Atali,Village Atali,Govt Veterinary Hospital
Haryana,FATEHABAD,TOHANA,GVD Diwana,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Rattateh,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Buwan,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Bosti,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Parta,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Rainwali,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Dhani Gopal,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Churpur,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Nathwan,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVH Akanwali,,District Vererinary Polyclinic Nandurbar
Haryana,FATEHABAD,TOHANA,GVD Amani,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Chander Kalan,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVH Bhimawala,,District Vererinary Polyclinic Nandurbar
Haryana,FATEHABAD,TOHANA,GVH Dhani Sanchla,,District Vererinary Polyclinic Nandurbar
Haryana,FATEHABAD,TOHANA,GVH Saniana,,District Vererinary Polyclinic Nandurbar
Haryana,FATEHABAD,TOHANA,GVD Dangra,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Damkora,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVD Gajuwala,,Govt Veterinary Dispensary
Haryana,FATEHABAD,TOHANA,GVH Jamalpur Shekhan,,District Vererinary Polyclinic Nandurbar
Haryana,FATEHABAD,TOHANA,GVH Kullan,,District Vererinary Polyclinic Nandurbar
